77,4,1,0,0,72,0,0,1,31,9,16,48,559,41,2,1
40,5,2,3,1,27,2,1,3,26,8,7,0,0,0,4,0
26,10,3,2,1,35,2,1,3,26,8,4,0,0,0,4,0
15,2,2,2,1,25,2,2,3,26,8,13,0,0,0,4,0
29,1,2,4,1,19,2,1,3,26,8,15,0,0,0,4,0
15,12,3,4,1,9,1,1,3,26,8,6,0,0,0,4,0
17,5,2,3,1,29,2,1,3,26,8,4,0,0,0,4,0
10,5,3,3,1,49,2,2,3,26,8,7,0,0,0,4,0
24,2,0,3,2,25,2,1,3,26,8,9,0,0,0,4,0
40,6,2,1,1,14,2,1,3,26,8,10,0,0,0,4,0
25,10,3,2,1,58,2,1,3,26,8,11,0,0,0,4,0
23,0,0,2,1,33,2,1,3,26,8,7,0,0,0,4,0
11,0,3,2,1,44,2,1,3,26,8,3,0,0,0,4,0
35,10,2,2,1,58,2,1,3,26,8,10,0,0,0,4,0
40,10,2,4,1,63,2,1,3,26,8,13,0,0,0,4,0
39,8,2,2,1,20,2,1,3,26,8,5,0,0,0,4,0
33,6,2,1,1,29,2,1,3,26,8,9,0,0,0,4,0
27,0,3,4,1,15,2,1,3,26,8,16,0,0,0,4,0
39,1,2,1,1,54,2,1,3,26,8,9,0,0,0,4,0
42,6,2,1,1,58,2,1,3,26,8,7,0,0,0,4,0
15,8,2,2,1,9,2,1,3,26,8,11,0,0,0,4,0
10,1,2,2,1,63,2,2,3,26,8,7,0,0,0,4,0
38,5,2,3,1,65,2,1,3,26,8,5,0,0,0,4,0
14,1,3,1,1,29,2,2,3,26,8,5,0,0,0,4,0
7,8,2,2,1,52,2,1,3,26,8,8,0,0,0,4,0
22,6,2,1,1,9,2,2,3,26,8,6,0,0,0,4,0
26,0,2,2,1,4,2,1,3,26,8,5,0,0,0,4,0
21,5,3,3,1,32,2,1,3,26,8,8,0,0,0,4,0
34,2,2,2,1,12,2,2,3,26,8,3,0,0,0,4,0
28,5,3,2,1,3,2,1,3,26,8,7,11,0,0,4,0
18,10,3,2,1,33,2,2,3,26,8,8,0,0,0,4,0
39,10,2,2,1,67,1,2,3,26,8,7,0,0,0,4,0
31,5,2,3,1,44,2,1,3,26,8,7,0,0,0,4,0
42,0,2,2,1,44,2,2,3,26,8,6,0,0,0,4,0
41,1,2,2,1,9,2,1,3,26,8,7,0,0,0,4,0
33,5,2,3,1,11,2,1,3,26,8,8,0,0,0,4,0
39,10,0,2,1,59,2,1,3,26,8,7,0,0,0,4,0
7,1,2,2,1,7,2,1,3,26,8,9,0,0,0,4,0
35,10,2,2,1,3,1,1,3,26,8,5,0,0,0,4,0
18,0,0,2,1,53,2,1,3,26,8,11,0,0,0,4,0
19,0,3,2,1,9,2,1,3,26,8,3,0,0,0,4,0
26,8,0,2,1,32,2,1,3,26,8,5,0,0,0,4,0
32,5,2,2,1,52,2,1,3,26,8,6,11,0,0,4,0
42,1,2,4,1,10,2,1,3,26,8,7,0,0,0,4,0
36,6,2,2,1,54,2,1,3,26,8,4,0,0,0,4,0
40,6,2,4,1,71,2,1,3,26,8,12,0,0,0,4,0
18,0,3,1,1,2,2,1,3,26,8,7,0,0,0,4,0
40,7,2,3,1,4,2,1,3,26,8,9,0,0,0,4,0
26,10,2,2,1,9,2,1,3,26,8,7,11,0,0,4,0
37,10,0,2,1,9,1,1,3,26,8,5,0,0,0,4,0
11,5,3,3,1,9,2,1,3,26,8,9,0,0,0,4,0
36,1,2,2,1,15,2,1,3,26,8,7,0,0,0,4,0
30,5,0,3,1,3,2,1,3,26,8,7,0,0,0,4,0
14,5,2,3,1,9,2,1,3,26,8,6,0,0,0,4,0
24,0,3,2,1,8,2,1,3,26,8,13,0,0,0,4,0
6,10,3,2,1,0,2,2,3,26,8,4,0,0,0,4,0
20,2,3,3,1,30,1,2,3,26,8,5,0,0,0,4,0
20,5,3,3,1,47,2,1,3,26,8,0,0,0,0,4,0
29,1,2,4,1,37,2,1,3,26,8,3,0,0,0,4,0
22,1,3,4,1,30,2,1,3,26,8,6,0,0,0,4,0
28,8,2,1,1,23,2,1,3,26,8,6,0,0,0,4,0
14,0,2,3,1,9,2,1,3,26,8,4,0,0,0,4,0
35,10,0,2,1,71,2,1,3,26,8,14,0,0,0,4,0
39,1,2,1,1,31,2,1,3,26,8,5,0,0,0,4,0
15,8,2,2,1,66,2,1,3,26,8,9,0,0,0,4,0
31,1,2,4,1,19,2,1,3,26,8,9,0,0,0,4,0
33,5,2,3,1,60,2,1,3,26,8,15,0,0,0,4,0
42,6,2,3,1,9,1,1,3,26,8,11,0,0,0,4,0
41,5,0,3,1,57,2,1,3,26,8,8,0,0,0,4,0
37,10,2,2,1,14,2,1,3,26,8,5,11,0,0,4,0
17,1,3,2,1,14,2,2,3,26,8,6,0,0,0,4,0
39,1,2,2,1,58,2,2,3,26,8,7,0,0,0,4,0
13,8,2,2,1,31,2,2,3,26,8,5,0,0,0,4,0
36,5,2,2,1,35,2,2,3,26,8,5,0,0,0,4,0
37,1,2,1,1,29,2,1,3,26,8,8,0,0,0,4,0
25,10,2,2,1,24,2,1,3,26,8,6,0,0,0,4,0
35,10,2,2,1,44,2,1,3,26,8,6,0,0,0,4,0
26,1,2,2,1,57,1,2,3,26,8,7,0,0,0,4,0
37,8,0,2,1,69,1,1,3,26,8,8,0,0,0,4,0
31,8,0,2,1,9,2,2,3,26,8,8,0,0,0,4,0
37,8,0,2,2,9,2,1,3,26,8,6,0,0,0,4,0
27,0,3,2,1,26,2,1,3,26,8,6,0,0,0,4,0
29,8,0,2,1,20,1,1,3,26,8,7,0,0,0,4,0
24,10,3,2,1,62,2,1,3,26,8,6,0,0,0,4,0
41,0,2,2,1,29,2,1,3,26,8,0,0,0,0,4,2
28,7,2,3,1,16,2,2,3,26,8,7,0,0,0,4,0
33,1,2,1,1,22,2,1,3,26,8,11,11,0,0,4,0
38,0,2,2,1,49,1,1,3,26,8,4,0,0,0,4,2
23,10,2,2,1,15,2,1,3,26,8,4,0,0,0,4,2
28,5,0,2,1,20,2,2,3,26,8,6,11,0,0,4,0
39,6,2,2,1,51,2,1,3,26,8,6,11,0,0,4,0
24,5,3,2,1,52,1,1,3,26,8,10,0,0,0,4,0
12,10,2,2,1,19,2,2,3,26,8,7,11,0,0,4,0
42,0,2,2,1,35,2,1,3,26,8,11,0,0,0,4,0
42,1,2,4,1,55,2,1,3,26,8,7,0,0,0,4,0
39,2,0,2,1,4,1,1,3,26,8,5,0,0,0,4,0
